dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
Grenoble,France 2017,approval.csv,Voter Deletion,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,176.0,1069,849,8
Grenoble,France 2017,approval.csv,Minimal Flips,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,194.0,1069,849,8
Grenoble,France 2017,approval.csv,Ballot Completion,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,300.0,1069,849,8
Grenoble,France 2017,approval.csv,Minimal Swaps,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,317.0,1069,849,8
Grenoble,France 2017,approval.csv,Forbidden Triples,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,603.0,1069,849,8
HSC,France 2017,approval.csv,Voter Deletion,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,156.0,711,517,8
HSC,France 2017,approval.csv,Minimal Flips,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,172.0,711,517,8
HSC,France 2017,approval.csv,Ballot Completion,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,292.0,711,517,8
HSC,France 2017,approval.csv,Minimal Swaps,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,307.0,711,517,8
HSC,France 2017,approval.csv,Forbidden Triples,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,525.0,711,517,8
Online,France 2017,approval.csv,Voter Deletion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,3411.0,20076,16245,8
Online,France 2017,approval.csv,Minimal Flips,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,3873.0,20076,16245,8
Online,France 2017,approval.csv,Ballot Completion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,6031.0,20076,16245,8
Online,France 2017,approval.csv,Minimal Swaps,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,6397.0,20076,16245,8
Online,France 2017,approval.csv,Forbidden Triples,Marine Le Pen < François Fillon < Nicolas Dupont-Aignan < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,12527.0,20076,16245,8
Strasbourg,France 2017,approval.csv,Voter Deletion,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,221.0,1071,743,8
Strasbourg,France 2017,approval.csv,Minimal Flips,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,259.0,1071,743,8
Strasbourg,France 2017,approval.csv,Ballot Completion,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,398.0,1071,743,8
Strasbourg,France 2017,approval.csv,Minimal Swaps,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,417.0,1071,743,8
Strasbourg,France 2017,approval.csv,Forbidden Triples,Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,799.0,1071,743,8
Online,France 2022,approval.csv,Voter Deletion,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Marine Le Pen < Eric Zemmour,202.0,1379,1004,8
Online,France 2022,approval.csv,Minimal Flips,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Marine Le Pen < Eric Zemmour,225.0,1379,1004,8
Online,France 2022,approval.csv,Ballot Completion,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Marine Le Pen < Eric Zemmour,347.0,1379,1004,8
Online,France 2022,approval.csv,Minimal Swaps,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Marine Le Pen < Eric Zemmour,373.0,1379,1004,8
Online,France 2022,approval.csv,Forbidden Triples,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Marine Le Pen < Eric Zemmour,717.0,1379,1004,8
