dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
In Situ,France 2007,approval.csv,Ballot Completion,Marie-George Buffet < Arlette Laguiller < José Bové < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers < Frédéric Nihous,2160.0,2836,1953,11
In Situ,France 2007,approval.csv,Minimal Swaps,Marie-George Buffet < Arlette Laguiller < José Bové < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers < Frédéric Nihous,2336.0,2836,1953,11
In Situ,France 2007,approval.csv,Forbidden Triples,Marie-George Buffet < Arlette Laguiller < José Bové < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers < Frédéric Nihous,4717.0,2836,1953,11
Crolles,France 2017,approval.csv,Voter Deletion,François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle < Jacques Cheminade,462.0,1321,1070,11
Crolles,France 2017,approval.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,581.0,1321,1070,11
Crolles,France 2017,approval.csv,Ballot Completion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,1034.0,1321,1070,11
Crolles,France 2017,approval.csv,Minimal Swaps,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,1144.0,1321,1070,11
Crolles,France 2017,approval.csv,Forbidden Triples,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,2685.0,1321,1070,11
Crolles,France 2017,approval_with_runoff_1.csv,Voter Deletion,Jean Lassalle < Jacques Cheminade < François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,450.0,1296,1116,11
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Flips,François Asselineau < Jacques Cheminade < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,553.0,1296,1116,11
Crolles,France 2017,approval_with_runoff_1.csv,Ballot Completion,Jacques Cheminade < François Asselineau < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,1012.0,1296,1116,11
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jacques Cheminade,1111.0,1296,1116,11
Crolles,France 2017,approval_with_runoff_1.csv,Forbidden Triples,François Asselineau < Jacques Cheminade < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,2560.0,1296,1116,11
Grenoble,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,237.0,1069,861,11
Grenoble,France 2017,approval.csv,Minimal Flips,François Asselineau < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,294.0,1069,861,11
Grenoble,France 2017,approval.csv,Ballot Completion,Jacques Cheminade < François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,545.0,1069,861,11
Grenoble,France 2017,approval.csv,Minimal Swaps,Jacques Cheminade < François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,622.0,1069,861,11
Grenoble,France 2017,approval.csv,Forbidden Triples,Jacques Cheminade < François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,1526.0,1069,861,11
HSC,France 2017,approval.csv,Voter Deletion,Jacques Cheminade < François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,205.0,711,532,11
HSC,France 2017,approval.csv,Minimal Flips,Jean Lassalle < Jacques Cheminade < François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,247.0,711,532,11
HSC,France 2017,approval.csv,Ballot Completion,François Asselineau < Jacques Cheminade < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,475.0,711,532,11
HSC,France 2017,approval.csv,Minimal Swaps,François Asselineau < Jacques Cheminade < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,518.0,711,532,11
HSC,France 2017,approval.csv,Forbidden Triples,François Asselineau < Jacques Cheminade < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,1176.0,711,532,11
Online,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,5054.0,20076,16604,11
Online,France 2017,approval.csv,Minimal Flips,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade < François Asselineau,6403.0,20076,16604,11
Online,France 2017,approval.csv,Ballot Completion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Jean Lassalle < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < François Asselineau < Jacques Cheminade,11910.0,20076,16604,11
Online,France 2017,approval.csv,Minimal Swaps,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Jean Lassalle < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < François Asselineau < Jacques Cheminade,13545.0,20076,16604,11
Online,France 2017,approval.csv,Forbidden Triples,Marine Le Pen < François Fillon < Nicolas Dupont-Aignan < Jean Lassalle < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jacques Cheminade < François Asselineau,33271.0,20076,16604,11
Strasbourg,France 2017,approval.csv,Voter Deletion,Jacques Cheminade < François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,296.0,1071,763,11
Strasbourg,France 2017,approval.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,372.0,1071,763,11
Strasbourg,France 2017,approval.csv,Ballot Completion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,715.0,1071,763,11
Strasbourg,France 2017,approval.csv,Minimal Swaps,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,765.0,1071,763,11
Strasbourg,France 2017,approval.csv,Forbidden Triples,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < Jacques Cheminade,1747.0,1071,763,11
Online,France 2022,approval.csv,Voter Deletion,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Philippe Poutou < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,413.0,1379,1224,11
Online,France 2022,approval.csv,Voter Deletion,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Philippe Poutou < Fabien Roussel < Jean Lassalle < Marine Le Pen < Eric Zemmour < Nicolas Dupont-Aignan,413.0,1379,1224,11
Online,France 2022,approval.csv,Minimal Flips,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Philippe Poutou < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,510.0,1379,1224,11
Online,France 2022,approval.csv,Ballot Completion,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Philippe Poutou < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,858.0,1379,1224,11
Online,France 2022,approval.csv,Minimal Swaps,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Philippe Poutou < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,977.0,1379,1224,11
Online,France 2022,approval.csv,Forbidden Triples,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Philippe Poutou < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,2305.0,1379,1224,11
