dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
In Situ,France 2007,approval.csv,Minimal Flips,Arlette Laguiller < Marie-George Buffet < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,961.0,2836,1884,9
In Situ,France 2007,approval.csv,Ballot Completion,Marie-George Buffet < Arlette Laguiller < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,1465.0,2836,1884,9
In Situ,France 2007,approval.csv,Minimal Swaps,Marie-George Buffet < Arlette Laguiller < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,1537.0,2836,1884,9
In Situ,France 2007,approval.csv,Forbidden Triples,Marie-George Buffet < Arlette Laguiller < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,2744.0,2836,1884,9
Crolles,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,414.0,1321,1061,9
Crolles,France 2017,approval.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,502.0,1321,1061,9
Crolles,France 2017,approval.csv,Ballot Completion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,791.0,1321,1061,9
Crolles,France 2017,approval.csv,Minimal Swaps,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,851.0,1321,1061,9
Crolles,France 2017,approval.csv,Forbidden Triples,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,1788.0,1321,1061,9
Crolles,France 2017,approval_with_runoff_1.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,398.0,1296,1109,9
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,481.0,1296,1109,9
Crolles,France 2017,approval_with_runoff_1.csv,Ballot Completion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,782.0,1296,1109,9
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Swaps,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,830.0,1296,1109,9
Crolles,France 2017,approval_with_runoff_1.csv,Forbidden Triples,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,1708.0,1296,1109,9
Grenoble,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,195.0,1069,851,9
Grenoble,France 2017,approval.csv,Voter Deletion,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,195.0,1069,851,9
Grenoble,France 2017,approval.csv,Minimal Flips,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,225.0,1069,851,9
Grenoble,France 2017,approval.csv,Ballot Completion,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,362.0,1069,851,9
Grenoble,France 2017,approval.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,390.0,1069,851,9
Grenoble,France 2017,approval.csv,Forbidden Triples,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,845.0,1069,851,9
HSC,France 2017,approval.csv,Voter Deletion,François Asselineau < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,172.0,711,526,9
HSC,France 2017,approval.csv,Voter Deletion,Jean Lassalle < François Asselineau < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,172.0,711,526,9
HSC,France 2017,approval.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,194.0,711,526,9
HSC,France 2017,approval.csv,Ballot Completion,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,342.0,711,526,9
HSC,France 2017,approval.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,365.0,711,526,9
HSC,France 2017,approval.csv,Forbidden Triples,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,662.0,711,526,9
Online,France 2017,approval.csv,Voter Deletion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle < François Asselineau,3993.0,20076,16419,9
Online,France 2017,approval.csv,Minimal Flips,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle < François Asselineau,4732.0,20076,16419,9
Online,France 2017,approval.csv,Ballot Completion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle < François Asselineau,7922.0,20076,16419,9
Online,France 2017,approval.csv,Minimal Swaps,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle < François Asselineau,8664.0,20076,16419,9
Online,France 2017,approval.csv,Forbidden Triples,Marine Le Pen < François Fillon < Nicolas Dupont-Aignan < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle < François Asselineau,18244.0,20076,16419,9
Strasbourg,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,248.0,1071,754,9
Strasbourg,France 2017,approval.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Jean Lassalle,298.0,1071,754,9
Strasbourg,France 2017,approval.csv,Ballot Completion,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,510.0,1071,754,9
Strasbourg,France 2017,approval.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,537.0,1071,754,9
Strasbourg,France 2017,approval.csv,Forbidden Triples,François Asselineau < Jean Lassalle < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,1060.0,1071,754,9
Online,France 2022,approval.csv,Voter Deletion,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,221.0,1379,1010,9
Online,France 2022,approval.csv,Minimal Flips,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,252.0,1379,1010,9
Online,France 2022,approval.csv,Ballot Completion,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,428.0,1379,1010,9
Online,France 2022,approval.csv,Minimal Swaps,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,467.0,1379,1010,9
Online,France 2022,approval.csv,Forbidden Triples,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,981.0,1379,1010,9
