dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
IEP Paris,France 2002,approval.csv,Forbidden Triples,Jean-Marie Le Pen < Alain Madelin < Jacques Chirac < François Bayrou < Jean-Pierre Chevènement < Lionel Jospin < Noël Mamère < Arlette Laguiller < Olivier Besancenot,342.0,408,297,9
Orsay,France 2002,approval.csv,Voter Deletion,Arlette Laguiller < Olivier Besancenot < Noël Mamère < Lionel Jospin < Jean-Pierre Chevènement < François Bayrou < Jacques Chirac < Alain Madelin < Jean-Marie Le Pen < Jean Saint-Josse,906.0,2220,1811,10
Orsay,France 2002,approval.csv,Minimal Flips,Arlette Laguiller < Olivier Besancenot < Noël Mamère < Lionel Jospin < Jean-Pierre Chevènement < François Bayrou < Jacques Chirac < Alain Madelin < Jean-Marie Le Pen < Jean Saint-Josse,1063.0,2220,1811,10
Orsay,France 2002,approval.csv,Ballot Completion,Arlette Laguiller < Olivier Besancenot < Noël Mamère < Lionel Jospin < Jean-Pierre Chevènement < François Bayrou < Jacques Chirac < Alain Madelin < Jean-Marie Le Pen < Jean Saint-Josse,1753.0,2220,1811,10
Orsay,France 2002,approval.csv,Minimal Swaps,Arlette Laguiller < Olivier Besancenot < Noël Mamère < Lionel Jospin < Jean-Pierre Chevènement < François Bayrou < Jacques Chirac < Alain Madelin < Jean-Marie Le Pen < Jean Saint-Josse,1857.0,2220,1811,10
Orsay,France 2002,approval.csv,Forbidden Triples,Arlette Laguiller < Olivier Besancenot < Noël Mamère < Lionel Jospin < Jean-Pierre Chevènement < François Bayrou < Jacques Chirac < Alain Madelin < Jean-Marie Le Pen < Jean Saint-Josse,3644.0,2220,1811,10
In Situ,France 2007,approval.csv,Voter Deletion,Arlette Laguiller < Marie-George Buffet < Dominique Voynet < José Bové < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,982.0,2836,1935,10
In Situ,France 2007,approval.csv,Minimal Flips,Arlette Laguiller < Marie-George Buffet < Dominique Voynet < José Bové < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,1155.0,2836,1935,10
In Situ,France 2007,approval.csv,Ballot Completion,Marie-George Buffet < Arlette Laguiller < José Bové < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,1981.0,2836,1935,10
In Situ,France 2007,approval.csv,Minimal Swaps,Marie-George Buffet < Arlette Laguiller < José Bové < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,2138.0,2836,1935,10
In Situ,France 2007,approval.csv,Forbidden Triples,Marie-George Buffet < Arlette Laguiller < José Bové < Dominique Voynet < Olivier Besancenot < Ségolène Royal < François Bayrou < Nicolas Sarkozy < Jean-Marie Le Pen < Philippe de Villiers,4157.0,2836,1935,10
Crolles,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,443.0,1321,1067,10
Crolles,France 2017,approval.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,544.0,1321,1067,10
Crolles,France 2017,approval.csv,Ballot Completion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,921.0,1321,1067,10
Crolles,France 2017,approval.csv,Minimal Swaps,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,997.0,1321,1067,10
Crolles,France 2017,approval.csv,Forbidden Triples,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,2208.0,1321,1067,10
Crolles,France 2017,approval_with_runoff_1.csv,Voter Deletion,Jean Lassalle < François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,424.0,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Flips,François Asselineau < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,512.0,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Ballot Completion,François Asselineau < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,857.0,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,922.0,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Forbidden Triples,François Asselineau < Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,1982.0,1296,1113,10
Grenoble,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,228.0,1069,859,10
Grenoble,France 2017,approval.csv,Voter Deletion,François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,228.0,1069,859,10
Grenoble,France 2017,approval.csv,Minimal Flips,François Asselineau < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,272.0,1069,859,10
Grenoble,France 2017,approval.csv,Minimal Flips,François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,272.0,1069,859,10
Grenoble,France 2017,approval.csv,Ballot Completion,François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,486.0,1069,859,10
Grenoble,France 2017,approval.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,529.0,1069,859,10
Grenoble,France 2017,approval.csv,Forbidden Triples,François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,1222.0,1069,859,10
HSC,France 2017,approval.csv,Voter Deletion,François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,193.0,711,529,10
HSC,France 2017,approval.csv,Voter Deletion,Jean Lassalle < François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,193.0,711,529,10
HSC,France 2017,approval.csv,Minimal Flips,François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,224.0,711,529,10
HSC,France 2017,approval.csv,Minimal Flips,Jean Lassalle < François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,224.0,711,529,10
HSC,France 2017,approval.csv,Ballot Completion,François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,403.0,711,529,10
HSC,France 2017,approval.csv,Minimal Swaps,François Asselineau < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen < Jean Lassalle,434.0,711,529,10
HSC,France 2017,approval.csv,Forbidden Triples,François Asselineau < Jean Lassalle < Nathalie Arthaud < Philippe Poutou < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,890.0,711,529,10
Online,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,4645.0,20076,16553,10
Online,France 2017,approval.csv,Minimal Flips,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle < François Asselineau,5628.0,20076,16553,10
Online,France 2017,approval.csv,Ballot Completion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Jean Lassalle < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < François Asselineau,10250.0,20076,16553,10
Online,France 2017,approval.csv,Minimal Swaps,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Jean Lassalle < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < François Asselineau,11306.0,20076,16553,10
Online,France 2017,approval.csv,Forbidden Triples,Marine Le Pen < François Fillon < Nicolas Dupont-Aignan < Jean Lassalle < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < François Asselineau,25784.0,20076,16553,10
Strasbourg,France 2017,approval.csv,Voter Deletion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,279.0,1071,761,10
Strasbourg,France 2017,approval.csv,Minimal Flips,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,344.0,1071,761,10
Strasbourg,France 2017,approval.csv,Ballot Completion,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,624.0,1071,761,10
Strasbourg,France 2017,approval.csv,Minimal Swaps,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,666.0,1071,761,10
Strasbourg,France 2017,approval.csv,Forbidden Triples,François Asselineau < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,1440.0,1071,761,10
Online,France 2022,approval.csv,Voter Deletion,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,310.0,1379,1064,10
Online,France 2022,approval.csv,Minimal Flips,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,370.0,1379,1064,10
Online,France 2022,approval.csv,Ballot Completion,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,606.0,1379,1064,10
Online,France 2022,approval.csv,Minimal Swaps,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,671.0,1379,1064,10
Online,France 2022,approval.csv,Forbidden Triples,Valérie Pecresse < Emmanuel Macron < Anne Hidalgo < Yannick Jadot < Jean-Luc Mélenchon < Fabien Roussel < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Eric Zemmour,1461.0,1379,1064,10
