id,Nicolas Dupont-Aignan,Marine Le Pen,Emmanuel Macron,Benoît Hamon,Nathalie Arthaud,Philippe Poutou,Jacques Cheminade,Jean Lassalle,Jean-Luc Mélenchon,François Asselineau,François Fillon
2405,0,0,0,1,1,0,0,0,1,0,0
2406,0,0,1,1,0,0,0,0,1,0,0
2407,0,0,1,0,0,0,0,0,0,0,1
2408,0,0,1,1,1,0,0,0,1,0,0
2409,1,0,1,1,0,0,0,0,0,0,1
2410,1,0,1,1,0,0,0,0,1,0,1
2411,0,1,0,0,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,1,0,0
2413,0,0,1,1,0,0,0,0,0,0,0
2414,0,0,0,0,0,0,0,0,0,0,0
2415,0,0,0,1,0,0,0,0,1,0,0
2416,0,0,1,0,0,0,0,0,1,0,0
2417,0,0,1,1,0,0,0,0,0,0,0
2418,0,0,1,1,0,0,0,0,1,0,0
2419,0,0,1,1,0,0,0,0,1,0,0
2420,1,1,0,0,0,0,1,0,0,0,1
2421,0,0,1,0,0,0,0,0,0,0,1
2422,0,0,1,0,0,0,0,0,0,0,1
2423,0,1,1,0,0,0,0,0,0,0,1
2424,0,0,1,1,0,0,0,0,1,0,0
2425,0,0,1,1,0,0,0,0,0,0,0
2426,0,0,1,1,0,0,0,0,0,0,0
2427,0,1,1,1,0,0,0,0,0,0,0
2428,1,1,1,0,0,0,0,0,0,0,1
2429,0,0,0,0,0,0,0,0,0,0,1
2430,1,1,0,0,0,0,0,1,0,0,0
2431,0,1,0,0,0,0,0,0,0,0,0
2432,0,1,1,0,0,1,0,0,1,0,0
2433,0,0,1,0,0,0,0,0,0,0,1
2434,0,0,1,1,0,0,0,0,0,0,1
2435,1,0,0,1,0,0,0,0,0,0,1
2436,1,0,0,0,0,0,0,0,0,1,0
2437,1,0,1,0,0,0,0,0,1,0,1
2438,1,0,1,1,0,0,0,0,0,0,0
2439,1,0,1,0,0,0,0,0,0,0,1
2440,0,0,1,0,0,0,0,0,0,0,1
2441,0,0,1,0,0,0,0,0,1,0,1
2442,0,0,1,0,0,0,0,0,0,0,1
2443,0,0,1,1,0,0,0,0,1,0,1
2444,0,0,1,1,0,0,0,0,1,0,0
2445,1,0,0,0,0,0,0,0,0,0,1
2446,0,0,0,0,0,0,0,0,0,0,1
2447,0,1,1,0,0,0,0,0,0,0,1
2448,0,1,0,0,0,0,0,0,0,0,0
2449,0,0,1,0,0,0,0,0,0,0,0
2450,0,0,1,1,0,0,0,0,0,0,0
2451,0,0,0,1,1,1,0,0,1,0,0
2452,0,0,1,1,0,0,0,0,1,0,0
2453,0,0,1,0,0,0,0,0,0,0,0
2454,0,0,0,1,1,1,0,0,1,0,0
2455,0,0,1,1,0,0,0,0,1,0,0
2456,0,0,1,1,0,0,0,0,1,0,0
2457,0,0,1,1,0,0,0,0,1,0,0
2458,0,0,1,0,0,0,0,0,0,0,1
2459,0,0,1,0,0,0,0,0,1,0,0
2460,0,1,0,0,0,0,0,0,1,0,1
2461,1,0,1,1,0,0,0,0,1,0,0
2462,0,1,1,0,0,0,0,0,1,0,0
2463,0,0,1,0,0,0,0,0,0,0,0
2464,0,0,1,1,0,0,0,0,1,0,0
2465,0,0,1,1,0,0,0,0,0,0,1
2466,0,0,0,0,0,0,0,0,0,0,1
2467,0,0,1,1,0,1,0,0,1,0,0
2468,0,0,1,1,0,0,0,0,1,0,0
2469,1,0,1,1,0,0,0,0,0,0,0
2470,0,0,1,1,0,0,0,0,1,0,0
2471,0,0,1,0,0,0,0,0,0,0,1
2472,0,0,1,0,0,0,0,0,0,0,1
2473,1,0,0,1,0,0,1,0,1,0,0
2474,0,0,1,0,0,1,0,0,1,0,0
2475,0,0,1,1,0,1,0,0,1,0,0
2476,0,0,1,1,0,1,0,0,0,0,0
2477,0,0,1,1,0,0,1,0,0,0,1
2478,0,0,1,1,0,0,0,0,0,0,0
2479,0,0,0,0,0,0,0,0,0,0,0
2480,0,0,1,1,0,0,0,0,0,0,1
2481,0,0,1,0,0,0,0,0,0,0,0
2482,0,0,0,1,0,0,0,0,1,0,0
2483,0,0,0,1,0,0,0,0,1,0,0
2484,1,0,1,0,0,0,0,0,0,0,1
2485,1,1,0,0,0,0,0,0,0,0,1
2486,0,0,1,0,0,0,0,0,0,0,1
2487,1,0,1,0,0,0,0,0,0,0,0
2488,0,0,1,1,0,0,0,0,0,0,0
2489,0,0,1,1,0,0,0,0,0,0,0
2490,0,1,0,0,0,0,0,0,0,0,1
2491,0,0,1,1,0,0,0,0,1,0,0
2492,0,0,1,0,0,0,0,1,0,0,0
2493,0,0,1,0,0,0,0,0,1,0,1
2494,1,0,0,0,0,0,0,0,0,0,1
2495,0,0,1,0,0,0,0,0,0,0,1
2496,0,0,1,1,1,0,0,0,0,0,0
2497,1,1,0,0,0,0,0,0,0,1,0
2498,1,0,1,1,0,0,0,0,1,0,1
2499,0,0,1,1,0,0,0,0,0,0,1
2500,0,0,1,0,0,0,0,0,0,0,1
2501,0,0,1,1,0,0,0,0,1,0,0
2502,0,0,0,1,0,1,0,0,1,0,0
2503,0,0,1,0,0,0,0,0,1,0,0
2504,0,0,0,0,1,0,0,0,1,0,0
2505,0,0,1,0,0,0,0,0,0,0,1
2506,0,0,1,1,0,0,0,0,0,0,0
2507,0,1,1,1,0,0,0,1,1,0,0
2508,0,0,1,1,0,0,0,0,1,0,0
2509,0,0,1,0,0,0,0,0,1,0,0
2510,0,0,1,0,0,0,0,0,0,0,0
2511,0,0,1,0,0,0,0,0,0,0,1
2512,0,0,0,0,0,0,0,0,0,0,0
2513,0,0,0,0,0,0,0,0,0,0,0
2514,0,0,1,1,0,0,0,0,0,0,1
2515,0,0,0,0,0,0,0,0,0,0,0
2516,0,0,1,0,0,0,0,0,0,0,1
2517,1,0,1,1,0,0,1,1,0,0,0
2518,1,0,1,0,0,0,0,0,0,0,1
2519,0,0,0,1,1,1,0,0,1,0,0
2520,0,0,1,1,0,0,0,0,1,0,0
2521,0,0,1,0,0,0,0,0,1,0,0
2522,0,0,1,1,0,0,0,0,1,0,0
2523,1,0,0,0,0,0,0,0,0,1,1
2524,0,0,0,0,0,0,0,0,0,0,1
2525,0,0,0,1,0,0,0,0,1,0,0
2526,1,0,0,0,0,0,1,0,0,0,1
2527,0,0,1,0,0,0,0,0,0,0,0
2528,0,1,1,1,0,0,0,0,0,0,0
2529,0,0,1,0,0,0,0,1,0,0,1
2530,0,0,1,1,0,0,0,0,0,0,0
2531,0,0,1,1,0,0,0,0,1,0,0
2532,0,0,1,0,0,0,0,0,1,0,0
2533,0,0,1,1,0,0,0,0,1,0,0
2534,0,0,1,0,0,0,0,0,0,0,1
2535,0,0,1,0,0,0,0,0,0,0,0
2536,0,0,1,1,0,0,0,0,0,0,0
2537,1,1,0,0,0,0,1,0,1,0,0
2538,0,0,1,0,0,0,0,0,1,0,0
2539,0,0,1,1,0,0,0,0,1,0,0
2540,0,0,1,1,0,0,0,0,1,0,0
2541,0,0,1,1,0,1,0,0,1,0,0
2542,1,0,1,0,0,0,0,0,0,1,1
2543,0,0,1,0,0,0,0,0,0,0,1
2544,0,1,0,0,0,0,0,0,1,0,0
2545,0,0,1,1,0,0,0,0,0,0,1
2546,1,1,0,0,0,0,0,0,0,0,1
2547,1,1,0,0,0,0,0,1,0,0,1
2548,0,0,1,1,0,0,0,0,0,0,1
2549,0,1,0,0,0,0,0,0,0,0,0
2550,1,0,1,0,0,0,0,0,0,0,1
2551,0,0,1,0,0,0,0,0,0,0,1
2552,0,0,0,1,0,0,0,0,1,0,0
2553,0,0,0,0,0,1,0,0,1,0,0
2554,0,0,1,0,0,0,0,0,1,0,0
2555,0,0,0,1,0,0,0,0,1,0,0
2556,1,0,1,1,0,0,1,0,0,0,1
2557,0,0,1,0,0,0,0,0,0,0,1
2558,0,0,1,0,0,0,0,0,0,0,0
2559,0,0,1,1,0,0,0,0,1,0,0
2560,0,0,1,1,0,0,0,0,0,0,1
2561,0,0,0,0,0,0,0,0,0,0,1
2562,0,0,0,1,0,1,0,0,1,0,0
2563,0,0,1,1,0,0,0,0,0,0,1
2564,0,0,1,0,0,0,1,0,0,0,1
2565,0,0,0,0,0,0,0,0,1,0,0
2566,0,1,0,0,0,0,0,0,0,0,0
2567,0,1,0,0,0,0,0,1,0,0,1
2568,0,0,1,1,0,0,0,0,1,0,0
2569,0,0,0,1,0,1,0,0,1,0,0
2570,0,0,0,0,0,1,0,0,1,0,0
2571,1,0,1,0,0,0,1,0,0,0,1
2572,0,0,0,0,0,0,0,0,1,0,0
2573,0,1,1,1,0,0,0,0,0,0,0
2574,0,0,1,1,0,0,0,0,1,0,0
2575,0,0,1,1,0,0,0,0,1,0,0
2576,0,0,0,1,1,1,0,0,1,0,0
2577,0,0,1,0,0,0,0,0,1,0,1
2578,0,0,1,1,0,0,0,0,1,0,0
2579,0,0,0,1,0,0,0,0,1,0,0
2580,0,0,0,1,0,1,0,0,1,0,0
2581,0,0,1,1,0,0,0,1,0,0,0
2582,1,1,1,1,0,0,0,0,0,0,0
2583,0,1,0,0,0,1,0,1,0,0,0
2584,0,0,1,1,0,0,0,0,1,0,1
2585,1,0,1,1,0,0,0,0,1,0,0
2586,0,0,1,1,0,0,0,0,1,0,1
2587,0,0,1,0,0,0,0,0,0,0,1
2588,0,0,0,0,0,0,0,0,0,0,0
2589,0,0,1,1,1,0,0,0,1,0,0
2590,1,0,1,0,0,0,0,0,0,1,1
2591,0,0,1,1,0,0,0,0,1,0,0
2592,1,0,1,1,1,1,1,1,1,1,0
2593,0,0,1,1,0,0,0,0,1,0,1
2594,0,1,0,0,0,0,0,0,0,0,0
2595,0,0,1,0,0,0,0,0,1,0,0
2596,0,0,0,0,0,0,0,0,0,0,0
2597,0,0,1,0,0,0,0,0,0,0,1
2598,0,0,1,1,0,0,0,0,0,0,0
2599,0,0,1,1,0,0,0,0,1,0,0
2600,0,0,1,1,0,1,0,1,1,0,0
2601,0,0,1,1,0,0,0,0,1,0,0
2602,1,1,0,0,0,0,0,0,0,1,0
2603,0,0,0,0,0,0,0,0,0,0,1
2604,0,0,1,1,0,0,0,0,0,0,1
2605,1,1,1,0,0,0,0,0,0,0,1
2606,0,0,1,0,0,0,0,0,0,0,1
2607,0,0,0,0,0,0,0,0,0,0,1
2608,0,0,1,1,0,0,0,0,0,0,0
2609,0,0,0,0,0,0,0,0,0,0,0
2610,0,0,1,1,0,0,0,0,0,0,0
2611,0,0,1,1,0,0,0,0,1,0,0
2612,0,0,0,0,0,0,0,0,1,0,0
2613,0,0,0,1,0,0,0,0,1,0,0
2614,1,0,1,1,0,0,0,1,1,0,0
2615,1,0,0,0,0,0,1,0,0,1,0
2616,0,0,1,0,0,0,0,0,0,0,1
2617,0,0,0,1,1,1,0,0,0,0,0
