id,Polling Station,Approval of Besancenot,Approval of Buffet,Approval of Schivardi,Approval of Bayrou,Approval of Bové,Approval of Voynet,Approval of Villiers,Approval of Royal,Approval of Nihous,Approval of Le Pen,Approval of Laguiller,Approval of Sarkozy,Score of Besancenot,Score of Buffet,Score of Schivardi,Score of Bayrou,Score of Bové,Score of Voynet,Score of Villiers,Score of Royal,Score of Nihous,Score of Le Pen,Score of Laguiller,Score of Sarkozy
1733,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,,0,1,0,0,1,0
1734,Illkirch10,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0
1735,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
1736,Illkirch10,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,2,1,0
1737,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,,,,,,,,1
1738,Illkirch10,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,1,1,0,2,0,1,1,2
1739,Illkirch10,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,2,0,0,2,2,1
1740,Illkirch10,0,0,0,1,0,0,0,0,0,1,0,1,,,,2,,,1,,,1,,1
1741,Illkirch10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
1742,Illkirch10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,2
1743,Illkirch10,0,0,0,1,0,1,0,0,0,0,0,0,,,,2,,1,,,,,,
1744,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1745,Illkirch10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1746,Illkirch10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
1747,Illkirch10,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1
1748,Illkirch10,0,0,0,1,1,0,0,0,0,0,0,1,,0,0,2,1,,0,0,,0,1,2
1749,Illkirch10,0,0,0,1,0,0,0,1,0,0,0,1,1,,,2,,,,1,,,,2
1750,Illkirch10,0,0,0,0,0,0,1,0,0,1,0,1,,,,,,,2,,,2,,2
1751,Illkirch10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1
1752,Illkirch10,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
1753,Illkirch10,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,2
1754,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,1,0,,,0,2,1,0,0,,1,1,2
1755,Illkirch10,1,0,0,0,0,1,1,0,0,1,1,0,2,1,0,0,0,2,2,1,0,2,2,1
1756,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,Illkirch10,1,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,1,,,,
1758,Illkirch10,0,0,0,0,1,0,0,0,0,0,0,0,,1,,0,2,1,,0,0,0,,0
1759,Illkirch10,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,2,0
1760,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2
1761,Illkirch10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,1
1762,Illkirch10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2
1763,Illkirch10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2
1764,Illkirch10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1765,Illkirch10,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,,,
1766,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,0,1,,,2,1,,,,1,2,,1
1767,Illkirch10,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2
1768,Illkirch10,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1769,Illkirch10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1770,Illkirch10,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,2
1771,Illkirch10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
1772,Illkirch10,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0
1773,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
1774,Louvigny1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,0,,0
1775,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,1
1776,Louvigny1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0
1777,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,2
1778,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Louvigny1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1
1780,Louvigny1,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,2,0,2,0,1,0,0,0,0
1781,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,0,1,,,1,,,,,1,,,2
1782,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
1783,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,0,,,,,0
1784,Louvigny1,1,1,1,0,1,1,0,1,0,0,1,0,2,2,2,1,2,1,0,1,0,0,2,0
1785,Louvigny1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,2,0,1,1,1,2,0,1,2
1786,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,1,,2,,0,1,2
1787,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
1788,Louvigny1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,2,0,0,1,0
1789,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
1790,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
1791,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,1,0,0,0,
1792,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,,,,2,,,,2,,0,,0
1793,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,1,2,,,,2,,,2,,,,2
1794,Louvigny1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,1,0,0,1,0
1795,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,,,,1,,1,,2,,,,
1796,Louvigny1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,2,1,0,1,0,2
1797,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1798,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,1,1,0,1,0,0,1,0
1799,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1800,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1801,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,,,
1802,Louvigny1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,2,2,0,1,0,0,1,0
1803,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,0,,,0,,0,,1
1804,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,,1,2,0,0,0,0
1805,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1806,Louvigny1,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,2,0,2,0,0,1,0
1807,Louvigny1,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,0,2,0,0,1,0
1808,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,1,1
1809,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
1810,Louvigny1,1,1,0,0,0,1,0,1,0,0,1,0,1,2,1,0,1,2,0,2,0,0,2,0
1811,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
1812,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,2,0,0,2,0
1813,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,,,2,0,1,,0,1,0,1,2
1814,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0
1815,Louvigny1,1,0,0,0,0,1,0,1,0,0,0,0,2,,,1,,2,,2,,,,
1816,Louvigny1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1817,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,2,0,2
1818,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,1
1819,Louvigny1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,1,,2,,,1,
1820,Louvigny1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,,2,0,0,1,0
1821,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1822,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,2,0,0,1,0
1823,Louvigny1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,2
1824,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2
1825,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
1826,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,2
1827,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,,,0,,,0,0,2
1828,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,1
1829,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,,1,1,,0,2
1830,Louvigny1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,1,1,0,0,0,0,2
1831,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,,,0,,,0,0,2
1832,Louvigny1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,2,0,0,2,2
1833,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1834,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,1,0
1835,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2
1836,Louvigny1,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,1,0,2,0,0,2,0
1837,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,1,2,,,,,1,,,,,1,1
1838,Louvigny1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,2
1839,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1
1840,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,1,0,,,0,0,,2,0,,1,0,2
1841,Louvigny1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2
1842,Louvigny1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1
1843,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,,,2,1,1,1,2,0,0,0,0
1844,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1845,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,,1
1846,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,2
1847,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,2,1,1,0,2,0,0,1,1
1848,Louvigny1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,2,1,1,2,0,1,2,0,2
1849,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
1850,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0
1851,Louvigny1,1,0,0,0,0,0,1,1,0,1,1,0,1,,,,,,2,1,,2,1,
1852,Louvigny1,1,0,0,1,0,1,0,0,0,0,0,1,2,1,0,2,1,1,0,2,0,0,1,2
1853,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
1854,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0
1855,Louvigny1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
1856,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0
1857,Louvigny1,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,,,2,,,,,
1858,Louvigny1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,,0,0,0
1859,Louvigny1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0
1860,Louvigny1,1,1,0,0,0,1,0,1,0,0,1,0,1,2,0,1,0,2,0,2,0,0,1,0
1861,Louvigny1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0
1862,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1
1863,Louvigny1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,0,2,0,0,0,0
1864,Louvigny1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,1,2,0,0,0,0,2
1865,Louvigny1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,1,,,,0,,1,,2
1866,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,,,,,1,,2
1867,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,2
1868,Louvigny1,1,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0
1869,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1870,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,2,0,2,0,0,2,2
1871,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,2
1872,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,2,,,2,,,,0,,,,2
1873,Louvigny1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2
1874,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0
1875,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
1876,Louvigny1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,2,1,1,2,0,1,2,0,2
1877,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0
1878,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1
1879,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,1,,,,2,,,1,0
1880,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,2
1881,Louvigny1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0
1882,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,2
1883,Louvigny1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,,0,1,0
1884,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2
1885,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0
1886,Louvigny1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2
1887,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,1,0,1,0
1888,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1889,Louvigny1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,,2,0,1,1,0,0,1
1890,Louvigny1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,2,1,0,1,0,0,1,0
1891,Louvigny1,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,0,0,2,0
1892,Louvigny1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0
1893,Louvigny1,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0
1894,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,,,2,1,,,2,,,,
1895,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
1896,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0
1897,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,2,1,2,0,1,1,0,0,1
1898,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0
1899,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
1900,Louvigny1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0
1901,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1902,Louvigny1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,1,0,0,1
1903,Louvigny1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,1,1,0,1,0,0,0,2
1904,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,,,0,,0,,2
1905,Louvigny1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,2,2,0,1,0,0,1,1
1906,Louvigny1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,,,
1907,Louvigny1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0
1908,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0
1909,Louvigny1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,1,0
1910,Louvigny1,1,1,0,1,1,0,0,1,0,0,1,1,2,2,0,1,2,2,0,2,0,0,2,1
1911,Louvigny1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
1912,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1913,Louvigny1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,1,0,0,1,0
1914,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,,,
1915,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,2
1916,Louvigny1,1,0,0,1,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,2,0,2,0,2
1917,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,0,1,0,0,0,2
1918,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0
1919,Louvigny1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,2,1,2,1,0,0,0,0
1920,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2
1921,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2
1922,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,1,1,0,0,2
1924,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,,,,1,,,,,,0,,2
1925,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0
1926,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,,,1,,1,0,2,,0,,0
1927,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1928,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2
1929,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Louvigny1,1,0,0,0,1,1,0,1,0,0,0,0,2,,0,0,2,2,0,2,0,0,,0
1931,Louvigny1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0
1933,Louvigny1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,2,0,0,1,0
1934,Louvigny1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0
1935,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2
1936,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2
1937,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2
1938,Louvigny1,1,0,0,1,1,0,0,1,0,0,0,0,2,1,0,2,2,0,0,2,0,0,0,0
1939,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,1,2,0,2,0,0,0,2
1940,Louvigny1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,2,0,1,0,0,2
1941,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,,,
1942,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
1943,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,2,,,0,2,,0,,1
1944,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,,,,,,,,1
1945,Louvigny1,1,0,0,0,1,1,0,0,0,0,0,0,2,,0,0,2,2,0,1,0,0,,0
1946,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1947,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0
1948,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,1,0,0,1,0
1949,Louvigny1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,1,0,2,0,2
1950,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,2
1951,Louvigny1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,0,0,2
1952,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
1953,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,2
1954,Louvigny1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,1
1955,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,2,0,0,1,0
1956,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1957,Louvigny1,1,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,2,2,0,2,0,0,1,0
1958,Louvigny1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,2,0,1,0,2,1,0
1959,Louvigny1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,1,2,0,2,1,2
1960,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,2,1,0,1,0,0,2,0
1961,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,Louvigny1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,2,1,1,0,2,2
1963,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0
1964,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,1,1,,,1,,,,,,,,2
1965,Louvigny1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,2,0,0,2,0,0,1,0
1966,Louvigny1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,2,1,1,2
1967,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,2,0,0,1,1
1968,Louvigny1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,2,1,0,1,0
1969,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,1,,,,2,,0,2,1
1970,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1
1971,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,1,0,2
1972,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1
1973,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
1974,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0
1975,Louvigny1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,2,2,0,2,0,0,0,0
1976,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1
